SuperHero,SuperPower,IssueResolution
Ghost Rider II,Heat Resistance,Infrastructure Improvements
Giganta,Durability,Medical (COVID-19)
Giganta,Intelligence,Education Improvements
Giganta,Super Strength,Infrastructure Improvements
Giganta,Size Changing,Infrastructure Improvements
Gladiator,Agility,Large Scale Conflict
Gladiator,Accelerated Healing,Medical (COVID-19)
Gladiator,Flight,Infrastructure Improvements
Gladiator,Longevity,Medical (COVID-19)
Gladiator,Super Strength,Infrastructure Improvements
Gladiator,Stamina,Medical (COVID-19)
Gladiator,Super Speed,Medical (COVID-19)
Gladiator,Reflexes,Miscellaneous
Gladiator,Invulnerability,Medical (COVID-19)
Gladiator,Enhanced Hearing,Large Scale Conflict
Gladiator,Enhanced Smell,Miscellaneous
Gladiator,Telepathy Resistance,Miscellaneous
Gladiator,Vision - Microscopic,Medical (COVID-19)
Gladiator,Super Breath,Medical (COVID-19)
Gladiator,Vision - Heat,Infrastructure Improvements
Goblin Queen,Telepathy,Education Improvements
Goblin Queen,Telekinesis,Infrastructure Improvements
Goblin Queen,Summoning,Miscellaneous
Godzilla,Agility,Large Scale Conflict
Godzilla,Durability,Medical (COVID-19)
Godzilla,Energy Absorption,Climate Change
Godzilla,Danger Sense,Large Scale Conflict
Godzilla,Longevity,Medical (COVID-19)
Godzilla,Super Strength,Infrastructure Improvements
Godzilla,Energy Blasts,Infrastructure Improvements
Godzilla,Stamina,Medical (COVID-19)
Godzilla,Energy Beams,Large Scale Conflict
Godzilla,Immortality,Medical (COVID-19)
Godzilla,Invulnerability,Medical (COVID-19)
Godzilla,Enhanced Hearing,Large Scale Conflict
Godzilla,Natural Armor,Large Scale Conflict
Godzilla,Enhanced Sight,Miscellaneous
Godzilla,Heat Resistance,Infrastructure Improvements
Godzilla,Natural Weapons,Large Scale Conflict
Godzilla,Enhanced Smell,Miscellaneous
Godzilla,Sub-Mariner,Climate Change
Gog,Agility,Large Scale Conflict
Gog,Super Strength,Infrastructure Improvements
Gog,Natural Weapons,Large Scale Conflict
Goku,Agility,Large Scale Conflict
Goku,Accelerated Healing,Medical (COVID-19)
Goku,Flight,Infrastructure Improvements
Goku,Danger Sense,Large Scale Conflict
Goku,Marksmanship,Large Scale Conflict
Goku,Weapons Master,Large Scale Conflict
Goku,Longevity,Medical (COVID-19)
Goku,Super Strength,Infrastructure Improvements
Goku,Telepathy,Education Improvements
Goku,Energy Blasts,Infrastructure Improvements
Goku,Duplication,Medical (COVID-19)
Goku,Stamina,Medical (COVID-19)
Goku,Super Speed,Medical (COVID-19)
Goku,Electrokinesis,Infrastructure Improvements
Goku,Teleportation,Medical (COVID-19)
Goku,Jump,Miscellaneous
Goku,Shapeshifting,Miscellaneous
Goku,Immortality,Medical (COVID-19)
Goku,Invulnerability,Medical (COVID-19)
Goku,Energy Constructs,Infrastructure Improvements
Goku,Force Fields,Large Scale Conflict
Goku,Levitation,Infrastructure Improvements
Goku,Energy Manipulation,Infrastructure Improvements
Goku,Enhanced Smell,Miscellaneous
Goku,Radar Sense,Large Scale Conflict
Goliath IV,Super Strength,Infrastructure Improvements
Goliath IV,Size Changing,Infrastructure Improvements
Gorilla Grodd,Agility,Large Scale Conflict
Gorilla Grodd,Durability,Medical (COVID-19)
Gorilla Grodd,Animal Attributes,Miscellaneous
Gorilla Grodd,Intelligence,Education Improvements
Gorilla Grodd,Super Strength,Infrastructure Improvements
Gorilla Grodd,Telepathy,Education Improvements
Gorilla Grodd,Energy Blasts,Infrastructure Improvements
Gorilla Grodd,Telekinesis,Infrastructure Improvements
Gorilla Grodd,Mind Control,Education Improvements
Gorilla Grodd,Enhanced Hearing,Large Scale Conflict
Gorilla Grodd,Animal Control,Miscellaneous
Gorilla Grodd,Molecular Manipulation,Medical (COVID-19)
Gorilla Grodd,Natural Weapons,Large Scale Conflict
Granny Goodness,Durability,Medical (COVID-19)
Granny Goodness,Super Strength,Infrastructure Improvements
Gravity,Flight,Infrastructure Improvements
Gravity,Energy Blasts,Infrastructure Improvements
Gravity,Force Fields,Large Scale Conflict
Gravity,Molecular Manipulation,Medical (COVID-19)
Gravity,Gravity Control,Large Scale Conflict
Greedo,Weapons Master,Large Scale Conflict
Green Arrow,Agility,Large Scale Conflict
Green Arrow,Stealth,Miscellaneous
Green Arrow,Marksmanship,Large Scale Conflict
Green Arrow,Weapons Master,Large Scale Conflict
Green Arrow,Stamina,Medical (COVID-19)
Green Arrow,Peak Human Condition,Medical (COVID-19)
Green Goblin,Agility,Large Scale Conflict
Green Goblin,Accelerated Healing,Medical (COVID-19)
Green Goblin,Durability,Medical (COVID-19)
Green Goblin,Marksmanship,Large Scale Conflict
Green Goblin,Intelligence,Education Improvements
Green Goblin,Super Strength,Infrastructure Improvements
Green Goblin,Stamina,Medical (COVID-19)
Green Goblin,Super Speed,Medical (COVID-19)
Green Goblin,Reflexes,Miscellaneous
Green Goblin,Insanity,Miscellaneous
Green Goblin II,Accelerated Healing,Medical (COVID-19)
Green Goblin II,Durability,Medical (COVID-19)
Green Goblin II,Intelligence,Education Improvements
Green Goblin II,Super Strength,Infrastructure Improvements
Green Goblin II,Stamina,Medical (COVID-19)
Green Goblin II,Super Speed,Medical (COVID-19)
Green Goblin II,Reflexes,Miscellaneous
Green Goblin II,Insanity,Miscellaneous
Green Goblin III,Durability,Medical (COVID-19)
Green Goblin III,Super Strength,Infrastructure Improvements
Green Goblin IV,Durability,Medical (COVID-19)
Green Goblin IV,Super Strength,Infrastructure Improvements
Groot,Durability,Medical (COVID-19)
Groot,Longevity,Medical (COVID-19)
Groot,Intelligence,Education Improvements
Groot,Super Strength,Infrastructure Improvements
Groot,Duplication,Medical (COVID-19)
Groot,Size Changing,Infrastructure Improvements
Groot,Stamina,Medical (COVID-19)
Groot,Invulnerability,Medical (COVID-19)
Groot,Fire Resistance,Large Scale Conflict
Groot,Regeneration,Medical (COVID-19)
Groot,Plant Control,Infrastructure Improvements
Groot,Matter Absorption,Miscellaneous
Groot,Resurrection,Medical (COVID-19)
Guy Gardner,Lantern Power Ring,Infrastructure Improvements
Guy Gardner,Durability,Medical (COVID-19)
Guy Gardner,Flight,Infrastructure Improvements
Guy Gardner,Marksmanship,Large Scale Conflict
Guy Gardner,Super Strength,Infrastructure Improvements
Guy Gardner,Energy Blasts,Infrastructure Improvements
Guy Gardner,Stamina,Medical (COVID-19)
Guy Gardner,Super Speed,Medical (COVID-19)
Guy Gardner,Energy Beams,Large Scale Conflict
Guy Gardner,Reflexes,Miscellaneous
Guy Gardner,Energy Constructs,Infrastructure Improvements
Guy Gardner,Force Fields,Large Scale Conflict
Hal Jordan,Agility,Large Scale Conflict
Hal Jordan,Lantern Power Ring,Infrastructure Improvements
Hal Jordan,Flight,Infrastructure Improvements
Hal Jordan,Marksmanship,Large Scale Conflict
Hal Jordan,Weapons Master,Large Scale Conflict
Hal Jordan,Super Strength,Infrastructure Improvements
Hal Jordan,Energy Armor,Large Scale Conflict
Hal Jordan,Energy Blasts,Infrastructure Improvements
Hal Jordan,Stamina,Medical (COVID-19)
Hal Jordan,Super Speed,Medical (COVID-19)
Hal Jordan,Weapon-based Powers,Large Scale Conflict
Hal Jordan,Energy Beams,Large Scale Conflict
Hal Jordan,Reflexes,Miscellaneous
Hal Jordan,Energy Constructs,Infrastructure Improvements
Hal Jordan,Force Fields,Large Scale Conflict
Han Solo,Agility,Large Scale Conflict
Han Solo,Stealth,Miscellaneous
Han Solo,Marksmanship,Large Scale Conflict
Han Solo,Weapons Master,Large Scale Conflict
Han Solo,Stamina,Medical (COVID-19)
Hancock,Agility,Large Scale Conflict
Hancock,Accelerated Healing,Medical (COVID-19)
Hancock,Durability,Medical (COVID-19)
Hancock,Flight,Infrastructure Improvements
Hancock,Super Strength,Infrastructure Improvements
Hancock,Stamina,Medical (COVID-19)
Hancock,Super Speed,Medical (COVID-19)
Hancock,Immortality,Medical (COVID-19)
Hancock,Reflexes,Miscellaneous
Hancock,Invulnerability,Medical (COVID-19)
Hancock,Toxin and Disease Resistance,Medical (COVID-19)
Harley Quinn,Agility,Large Scale Conflict
Harley Quinn,Accelerated Healing,Medical (COVID-19)
Harley Quinn,Stealth,Miscellaneous
Harley Quinn,Marksmanship,Large Scale Conflict
Harley Quinn,Intelligence,Education Improvements
Harley Quinn,Super Strength,Infrastructure Improvements
Harley Quinn,Stamina,Medical (COVID-19)
Harley Quinn,Peak Human Condition,Medical (COVID-19)
Harley Quinn,Reflexes,Miscellaneous
Harley Quinn,Toxin and Disease Resistance,Medical (COVID-19)
Harry Potter,Agility,Large Scale Conflict
Harry Potter,Accelerated Healing,Medical (COVID-19)
Harry Potter,Stealth,Miscellaneous
Harry Potter,Intelligence,Education Improvements
Harry Potter,Telepathy,Education Improvements
Harry Potter,Energy Blasts,Infrastructure Improvements
Harry Potter,Stamina,Medical (COVID-19)
Harry Potter,Teleportation,Medical (COVID-19)
Harry Potter,Telekinesis,Infrastructure Improvements
Harry Potter,Magic,Miscellaneous
Harry Potter,Shapeshifting,Miscellaneous
Harry Potter,Energy Constructs,Infrastructure Improvements
Harry Potter,Force Fields,Large Scale Conflict
Harry Potter,Hypnokinesis,Drug Addiction
Harry Potter,Animal Control,Miscellaneous
Harry Potter,Illusions,Drug Addiction
Harry Potter,Invisibility,Miscellaneous
Harry Potter,Reality Warping,Education Improvements
Havok,Energy Absorption,Climate Change
Havok,Flight,Infrastructure Improvements
Havok,Energy Blasts,Infrastructure Improvements
Havok,Power Suit,Large Scale Conflict
Havok,Heat Resistance,Infrastructure Improvements
Havok,Radiation Immunity,Miscellaneous
Hawk,Accelerated Healing,Medical (COVID-19)
Hawk,Flight,Infrastructure Improvements
Hawk,Super Strength,Infrastructure Improvements
Hawk,Stamina,Medical (COVID-19)
Hawk,Super Speed,Medical (COVID-19)
Hawk,Invulnerability,Medical (COVID-19)
Hawk,Natural Weapons,Large Scale Conflict
Hawkeye,Agility,Large Scale Conflict
Hawkeye,Stealth,Miscellaneous
Hawkeye,Marksmanship,Large Scale Conflict
Hawkeye,Weapons Master,Large Scale Conflict
Hawkeye,Stamina,Medical (COVID-19)
Hawkeye,Peak Human Condition,Medical (COVID-19)
Hawkeye II,Weapons Master,Large Scale Conflict
Hawkeye II,Stamina,Medical (COVID-19)
Hawkeye II,Enhanced Memory,Education Improvements
Hawkeye II,Photographic Reflexes,Drug Addiction
Hawkgirl,Accelerated Healing,Medical (COVID-19)
Hawkgirl,Cold Resistance,Miscellaneous
Hawkgirl,Durability,Medical (COVID-19)
Hawkgirl,Flight,Infrastructure Improvements
Hawkgirl,Super Strength,Infrastructure Improvements
Hawkgirl,Immortality,Medical (COVID-19)
Hawkgirl,Reflexes,Miscellaneous
Hawkgirl,Vision - Telescopic,Large Scale Conflict
Hawkman,Animal Oriented Powers,Miscellaneous
Heat Wave,Weapon-based Powers,Large Scale Conflict
Hela,Agility,Large Scale Conflict
Hela,Accelerated Healing,Medical (COVID-19)
Hela,Durability,Medical (COVID-19)
Hela,Longevity,Medical (COVID-19)
Hela,Super Strength,Infrastructure Improvements
Hela,Stamina,Medical (COVID-19)
Hela,Super Speed,Medical (COVID-19)
Hela,Death Touch,Miscellaneous
Hela,Teleportation,Medical (COVID-19)
Hela,Magic,Miscellaneous
Hela,Astral Projection,Drug Addiction
Hela,Invulnerability,Medical (COVID-19)
Hela,Enhanced Hearing,Large Scale Conflict
Hela,Enhanced Sight,Miscellaneous
Hela,Illusions,Drug Addiction
Hela,Omnilingualism,Education Improvements
Hellboy,Accelerated Healing,Medical (COVID-19)
Hellboy,Durability,Medical (COVID-19)
Hellboy,Weapons Master,Large Scale Conflict
Hellboy,Longevity,Medical (COVID-19)
Hellboy,Super Strength,Infrastructure Improvements
Hellboy,Stamina,Medical (COVID-19)
Hellboy,Enhanced Senses,Medical (COVID-19)
Hellboy,Magic,Miscellaneous
Hellboy,Invulnerability,Medical (COVID-19)
Hellboy,Fire Resistance,Large Scale Conflict
Hellboy,Enhanced Sight,Miscellaneous
Hellboy,Heat Resistance,Infrastructure Improvements
Hellboy,Grim Reaping,Miscellaneous
Hellcat,Agility,Large Scale Conflict
Hellcat,Danger Sense,Large Scale Conflict
Hellcat,Intelligence,Education Improvements
Hellcat,Super Strength,Infrastructure Improvements
Hellcat,Peak Human Condition,Medical (COVID-19)
Hellcat,Natural Weapons,Large Scale Conflict
Hellcat,Magic Resistance,Miscellaneous
Hellgramite,Durability,Medical (COVID-19)
Hellgramite,Animal Attributes,Miscellaneous
Hellgramite,Super Strength,Infrastructure Improvements
Hellgramite,Animal Oriented Powers,Miscellaneous
Hellgramite,Jump,Miscellaneous
Hellgramite,Substance Secretion,Medical (COVID-19)
Hellgramite,Natural Armor,Large Scale Conflict
Hellgramite,Natural Weapons,Large Scale Conflict
Hellgramite,Wallcrawling,Infrastructure Improvements
Hellgramite,Web Creation,Infrastructure Improvements
Hellstorm,Accelerated Healing,Medical (COVID-19)
Hellstorm,Flight,Infrastructure Improvements
Hellstorm,Energy Blasts,Infrastructure Improvements
Hellstorm,Teleportation,Medical (COVID-19)
Hellstorm,Magic,Miscellaneous
Hellstorm,Fire Control,Climate Change
Hellstorm,Time Travel,Medical (COVID-19)
Hercules,Accelerated Healing,Medical (COVID-19)
Hercules,Durability,Medical (COVID-19)
Hercules,Longevity,Medical (COVID-19)
Hercules,Super Strength,Infrastructure Improvements
Hercules,Stamina,Medical (COVID-19)
Hercules,Super Speed,Medical (COVID-19)
Hercules,Immortality,Medical (COVID-19)
Hercules,Invulnerability,Medical (COVID-19)
Hiro Nakamura,Teleportation,Medical (COVID-19)
Hiro Nakamura,Time Travel,Medical (COVID-19)
Hit-Girl,Agility,Large Scale Conflict
Hit-Girl,Stealth,Miscellaneous
Hit-Girl,Intelligence,Education Improvements
Hit-Girl,Stamina,Medical (COVID-19)
Hit-Girl,Weapon-based Powers,Large Scale Conflict
Hit-Girl,Reflexes,Miscellaneous
Hobgoblin,Super Strength,Infrastructure Improvements
Hobgoblin,Stamina,Medical (COVID-19)
Hobgoblin,Super Speed,Medical (COVID-19)
Hobgoblin,Reflexes,Miscellaneous
Hollow,Durability,Medical (COVID-19)
Hollow,Natural Weapons,Large Scale Conflict
Hollow,Telepathy Resistance,Miscellaneous
Hope Summers,Energy Absorption,Climate Change
Hope Summers,Telepathy,Education Improvements
Hope Summers,Energy Blasts,Infrastructure Improvements
Hope Summers,Telekinesis,Infrastructure Improvements
Hope Summers,Power Absorption,Miscellaneous
Hope Summers,Natural Armor,Large Scale Conflict
Hope Summers,Vision - Heat,Infrastructure Improvements
Hulk,Agility,Large Scale Conflict
Hulk,Accelerated Healing,Medical (COVID-19)
Hulk,Cold Resistance,Miscellaneous
Hulk,Durability,Medical (COVID-19)
Hulk,Longevity,Medical (COVID-19)
Hulk,Super Strength,Infrastructure Improvements
Hulk,Stamina,Medical (COVID-19)
Hulk,Super Speed,Medical (COVID-19)
Hulk,Jump,Miscellaneous
Hulk,Reflexes,Miscellaneous
Hulk,Invulnerability,Medical (COVID-19)
Hulk,Self-Sustenance,Medical (COVID-19)
Hulk,Heat Resistance,Infrastructure Improvements
Hulk,Radiation Immunity,Miscellaneous
Hulk,Toxin and Disease Resistance,Medical (COVID-19)
Hulk,Mind Control Resistance,Miscellaneous
Hulk,Radiation Absorption,Miscellaneous
Hulk,Super Breath,Medical (COVID-19)
Human Torch,Agility,Large Scale Conflict
Human Torch,Energy Absorption,Climate Change
Human Torch,Flight,Infrastructure Improvements
Human Torch,Marksmanship,Large Scale Conflict
Human Torch,Energy Blasts,Infrastructure Improvements
Human Torch,Super Speed,Medical (COVID-19)
Human Torch,Fire Control,Climate Change
Human Torch,Fire Resistance,Large Scale Conflict
Human Torch,Heat Generation,Infrastructure Improvements
Human Torch,Heat Resistance,Infrastructure Improvements
Human Torch,Super Breath,Medical (COVID-19)
Huntress,Marksmanship,Large Scale Conflict
Huntress,Peak Human Condition,Medical (COVID-19)
Husk,Durability,Medical (COVID-19)
Husk,Super Strength,Infrastructure Improvements
Husk,Density Control,Climate Change
Husk,Super Speed,Medical (COVID-19)
Husk,Shapeshifting,Miscellaneous
Husk,Molecular Manipulation,Medical (COVID-19)
Hybrid,Agility,Large Scale Conflict
Hybrid,Accelerated Healing,Medical (COVID-19)
Hybrid,Durability,Medical (COVID-19)
Hybrid,Stealth,Miscellaneous
Hybrid,Flight,Infrastructure Improvements
Hybrid,Danger Sense,Large Scale Conflict
Hybrid,Marksmanship,Large Scale Conflict
Hybrid,Super Strength,Infrastructure Improvements
Hybrid,Stamina,Medical (COVID-19)
Hybrid,Super Speed,Medical (COVID-19)
Hybrid,Jump,Miscellaneous
Hybrid,Shapeshifting,Miscellaneous
Hybrid,Camouflage,Large Scale Conflict
Hybrid,Reflexes,Miscellaneous
Hybrid,Substance Secretion,Medical (COVID-19)
Hybrid,Natural Armor,Large Scale Conflict
Hybrid,Gliding,Miscellaneous
Hybrid,Natural Weapons,Large Scale Conflict
Hybrid,Wallcrawling,Infrastructure Improvements
Hybrid,Matter Absorption,Miscellaneous
Hybrid,Web Creation,Infrastructure Improvements
Hybrid,Symbiote Costume,Miscellaneous
Hydro-Man,Underwater breathing,Medical (COVID-19)
Hydro-Man,Size Changing,Infrastructure Improvements
Hydro-Man,Shapeshifting,Miscellaneous
Hydro-Man,Invulnerability,Medical (COVID-19)
Hydro-Man,Psionic Powers,Drug Addiction
Hydro-Man,Natural Weapons,Large Scale Conflict
Hydro-Man,Water Control,Infrastructure Improvements
Hyperion,Agility,Large Scale Conflict
Hyperion,Durability,Medical (COVID-19)
Hyperion,Flight,Infrastructure Improvements
Hyperion,Longevity,Medical (COVID-19)
Hyperion,Intelligence,Education Improvements
Hyperion,Super Strength,Infrastructure Improvements
Hyperion,Stamina,Medical (COVID-19)
Hyperion,Super Speed,Medical (COVID-19)
Hyperion,Enhanced Senses,Medical (COVID-19)
Hyperion,Energy Beams,Large Scale Conflict
Hyperion,Invulnerability,Medical (COVID-19)
Hyperion,Enhanced Hearing,Large Scale Conflict
Hyperion,Enhanced Sight,Miscellaneous
Hyperion,Vision - Microscopic,Medical (COVID-19)
Hyperion,Super Breath,Medical (COVID-19)
Hyperion,Vision - Infrared,Miscellaneous
Hyperion,Vision - Heat,Infrastructure Improvements
Hyperion,Vision - X-Ray,Medical (COVID-19)
Iceman,Agility,Large Scale Conflict
Iceman,Accelerated Healing,Medical (COVID-19)
Iceman,Cold Resistance,Miscellaneous
Iceman,Durability,Medical (COVID-19)
Iceman,Marksmanship,Large Scale Conflict
